School Year,State,NCES LEA ID,Local Education Agency (School District) Name,Data Group ID,Data Description,Value,Number of Valid Test Takers,Category
2017-2018,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,White or Caucasian (not Hispanic)
2017-2018,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Homeless
2017-2018,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,68,NA,Foster care students
2017-2018,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79.4,NA,Black or African American
2017-2018,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.9,NA,Two or more races
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.4,NA,All Students
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,American Indian or Alaska Native
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,Asian / Pacific Islander
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.5,NA,Children with one or more disabilities (IDEA)
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.4,NA,Economically Disadvantaged
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,English Learner
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.9,NA,Hispanic/Latino
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,93.2,NA,White or Caucasian (not Hispanic)
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Homeless
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Foster care students
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,Black or African American
2017-2018,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Two or more races
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.2,NA,All Students
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,American Indian or Alaska Native
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian / Pacific Islander
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Children with one or more disabilities (IDEA)
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Economically Disadvantaged
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.5,NA,English Learner
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.3,NA,Hispanic/Latino
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.7,NA,White or Caucasian (not Hispanic)
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,68,NA,Homeless
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,61,NA,Foster care students
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Black or African American
2017-2018,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Two or more races
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,90.3,NA,All Students
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,American Indian or Alaska Native
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,95,NA,Asian
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,95,NA,Asian / Pacific Islander
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.8,NA,Children with one or more disabilities (IDEA)
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.8,NA,Economically Disadvantaged
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,English Learner
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Hispanic/Latino
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.9,NA,White or Caucasian (not Hispanic)
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Homeless
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Black or African American
2017-2018,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Two or more races
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.4,NA,All Students
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,American Indian or Alaska Native
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,NA,Asian
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,NA,Asian / Pacific Islander
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,59.3,NA,Children with one or more disabilities (IDEA)
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.5,NA,Economically Disadvantaged
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,36,NA,English Learner
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,68,NA,Hispanic/Latino
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85.5,NA,White or Caucasian (not Hispanic)
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,60,NA,Homeless
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,35,NA,Foster care students
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.1,NA,Black or African American
2017-2018,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,Two or more races
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.7,NA,All Students
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,American Indian or Alaska Native
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Asian
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,NA,Asian / Pacific Islander
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Children with one or more disabilities (IDEA)
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.8,NA,Economically Disadvantaged
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,English Learner
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Hispanic/Latino
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=80,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.3,NA,White or Caucasian (not Hispanic)
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,57,NA,Homeless
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,56,NA,Foster care students
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Black or African American
2017-2018,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Two or more races
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.1,NA,All Students
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,American Indian or Alaska Native
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,96.5,NA,Asian
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,96.2,NA,Asian / Pacific Islander
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,66.8,NA,Children with one or more disabilities (IDEA)
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.8,NA,Economically Disadvantaged
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,51,NA,English Learner
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,72.2,NA,Hispanic/Latino
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,93.2,NA,White or Caucasian (not Hispanic)
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,Homeless
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,Foster care students
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.8,NA,Black or African American
2017-2018,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Two or more races
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.8,NA,All Students
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,American Indian or Alaska Native
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,94.3,NA,Asian
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,94.3,NA,Asian / Pacific Islander
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,72.4,NA,Children with one or more disabilities (IDEA)
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.4,NA,Economically Disadvantaged
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.1,NA,English Learner
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,73.8,NA,Hispanic/Latino
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,92.2,NA,White or Caucasian (not Hispanic)
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Homeless
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,61,NA,Foster care students
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.1,NA,Black or African American
2017-2018,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,Two or more races
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.6,NA,All Students
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,American Indian or Alaska Native
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.2,NA,Asian
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,Asian / Pacific Islander
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,57.5,NA,Children with one or more disabilities (IDEA)
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,Economically Disadvantaged
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,71.2,NA,English Learner
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.4,NA,Hispanic/Latino
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.9,NA,White or Caucasian (not Hispanic)
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,57,NA,Homeless
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,40,NA,Foster care students
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,Black or African American
2017-2018,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.9,NA,Two or more races
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.2,NA,All Students
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,51,NA,American Indian or Alaska Native
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.6,NA,Asian
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.5,NA,Asian / Pacific Islander
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,62.3,NA,Children with one or more disabilities (IDEA)
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.2,NA,Economically Disadvantaged
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,65.7,NA,English Learner
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,66.8,NA,Hispanic/Latino
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.4,NA,White or Caucasian (not Hispanic)
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,47,NA,Homeless
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67.4,NA,Black or African American
2017-2018,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Two or more races
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,All Students
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,American Indian or Alaska Native
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Asian
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian / Pacific Islander
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,38.4,NA,Children with one or more disabilities (IDEA)
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.8,NA,Economically Disadvantaged
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,55,NA,English Learner
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Hispanic/Latino
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=80,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.7,NA,White or Caucasian (not Hispanic)
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Homeless
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Foster care students
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.7,NA,Black or African American
2017-2018,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Two or more races
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.2,NA,All Students
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,American Indian or Alaska Native
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,NA,Asian / Pacific Islander
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.8,NA,Children with one or more disabilities (IDEA)
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.1,NA,Economically Disadvantaged
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,English Learner
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.7,NA,Hispanic/Latino
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.6,NA,White or Caucasian (not Hispanic)
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Homeless
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Foster care students
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Black or African American
2017-2018,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Two or more races
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.4,NA,All Students
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,68,NA,American Indian or Alaska Native
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian / Pacific Islander
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Children with one or more disabilities (IDEA)
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Economically Disadvantaged
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,63,NA,English Learner
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Hispanic/Latino
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.4,NA,White or Caucasian (not Hispanic)
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,Homeless
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Foster care students
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Black or African American
2017-2018,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Two or more races
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.7,NA,All Students
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,American Indian or Alaska Native
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Asian
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Asian / Pacific Islander
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Children with one or more disabilities (IDEA)
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.2,NA,Economically Disadvantaged
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,49,NA,English Learner
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.9,NA,Hispanic/Latino
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=80,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,92.5,NA,White or Caucasian (not Hispanic)
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,Homeless
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Black or African American
2017-2018,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Two or more races
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.2,NA,All Students
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,American Indian or Alaska Native
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,94,NA,Asian
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,NA,Asian / Pacific Islander
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,Children with one or more disabilities (IDEA)
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.5,NA,Economically Disadvantaged
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,English Learner
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.3,NA,Hispanic/Latino
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,White or Caucasian (not Hispanic)
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Homeless
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,46,NA,Foster care students
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71.5,NA,Black or African American
2017-2018,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Two or more races
2017-2018,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.8,NA,All Students
2017-2018,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,American Indian or Alaska Native
2017-2018,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,94,NA,Asian
2017-2018,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian / Pacific Islander
2017-2018,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Children with one or more disabilities (IDEA)
2017-2018,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.1,NA,Economically Disadvantaged
2017-2018,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,English Learner
